name,Tc,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number
Dy0.9Tm0.1Ni2B2C1,4.55,5,0.522281321,0.43459527,0.384783941,0.368332693,0.357281341,23.05,64,17.71666667
Cu1Th2,3.465,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,69.66666667,61,27.11111111
Rh1Y2,0,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,41,6,2.666666667
Y1Ba1.25Sr0.75Cu3O6.928,85.5,5,0.599771784,0.551735307,0.537541519,0.536109971,0.535903513,21.65253713,48,14.63254598
Er0.9Gd0.1Rh4B4,6.88,4,0.636541582,0.56102741,0.510562039,0.490707474,0.476343769,29.73333333,63,21.98518519
Y1Ba2Cu2.7Ni0.3O6.9,46,5,0.600412494,0.550032654,0.536085477,0.535004218,0.534888447,22.70542636,48,15.73138634
In1.015Te1,3.51,2,0.707126373,0.629995433,0.574412821,0.552136495,0.53602025,50.48883375,3,1.499916877
Dy1Ba2Cu2.7Ga0.3O6.77,39,5,0.5974736,0.546019887,0.531458158,0.530285211,0.530154452,25.03993735,58,18.06740421
Pd0.7Se0.3,2.04,2,0.761577311,0.717905435,0.702012551,0.700265258,0.700014632,42.4,12,5.04
Cu0.81Ge0.19,0.24,2,0.831985577,0.813469848,0.81011501,0.810004521,0.810000041,29.57,3,0.9234
Ga1Mo3,0.76,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,39.25,11,4.125
Hg1Ba2Cu0.97Zn0.03O4.052,69,5,0.587268934,0.527074777,0.50631078,0.503747739,0.503272257,31.47615499,72,24.23535395
Hg1Ba2Cu1O4.14,0,4,0.590953785,0.531449601,0.511411928,0.509051428,0.508634777,31.21867322,72,24.16314013
C24K1,0,2,0.960832972,0.960023148,0.960000024,0.96,0.96,6.52,13,0.9984
Y1Re0.1Ba2Cu2.9O7,91.5,5,0.607740991,0.555395905,0.539978685,0.538634543,0.538469753,22.96923077,67,16.12071006
V0.75Ge0.2Al0.05,10.3,3,0.777817459,0.754784231,0.75020236,0.750010274,0.750000136,24.3,19,3.08
La0.6Pr0.4Ba1.5Sr0.5Cu3O6.91,0,6,0.598836802,0.55139596,0.536936858,0.535467765,0.535256743,23.4763749,51,16.56727352
Tb4Rh6Sn19,0,3,0.700772463,0.663968989,0.655637447,0.655203437,0.655173071,51.03448276,20,3.85255648
Mg1C1Ni2.99Mn0.01,0,4,0.661519463,0.612556857,0.5989976,0.598079939,0.598002094,20.394,22,9.1152
V2Hf0.84Nb0.16,10.67,3,0.72504406,0.682848489,0.66840061,0.666886013,0.666678053,37.68,49,19.57333333
Ge1.85La1,2.17,2,0.737885644,0.681640241,0.655006172,0.650365978,0.649260907,40.77192982,25,11.38811942
Ba1Ti2Sb1.2Bi0.8O1,0,5,0.47375568,0.384098451,0.342812043,0.335447763,0.333602506,39.26666667,75,21.93333333
Ag2Se1,0,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,42.66666667,13,5.777777778
Nb0.72Pd0.18W0.1,1.5,3,0.748865809,0.72436647,0.720148006,0.72000638,0.720000069,45.2,33,6.048
La2Cu0.98Zn0.02O4.099,19.2,4,0.657140485,0.601383181,0.580652284,0.577950464,0.577449446,24.76574165,49,19.36125512
La1.7Sr0.3Cu1O3.9,0,4,0.63487525,0.583486816,0.567109244,0.565464392,0.565231457,24.42028986,49,18.56206679
La0.05Ce0.95Ru2,7.181,3,0.738241153,0.689682382,0.669860016,0.667185052,0.666705637,48.65,14,6.2
Lu4.5Sc0.5Ir4Si10,6.06,4,0.614911655,0.552253391,0.529302038,0.526719004,0.526339225,40.94736842,63,29.41551247
La2Cu1O4.047,29.7,3,0.656117147,0.59918457,0.577736693,0.574880323,0.574336859,24.88661842,49,19.39552852
La1Sn3,6.358285714,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,51.75,7,2.625
Pd1Sn2,3.34,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,48.66666667,4,1.777777778
Ca1Fe2.94Co0.06As2,17,4,0.615701948,0.542109565,0.503910673,0.49462322,0.49103117,27.34333333,13,3.771111111
B2.4Nb1,9.96,2,0.764705882,0.722508374,0.707646502,0.706102013,0.705893485,15.58823529,36,14.94809689
Ba1Ni2Ge0.8P1.2,1.38,4,0.532165388,0.448007653,0.409115008,0.402106124,0.400284211,31.12,41,10.2336
Bi2Sr1.6Ca1.2Y0.2Cu2O8.26,89.1,6,0.587104765,0.548185724,0.541500952,0.541292846,0.541284483,25.07732634,75,19.28591182
Mo64Ru16P20,7.31,3,0.689347518,0.64969611,0.64050567,0.640032185,0.640000629,36.92,29,8.768
Zr70.2Ti7.8Ni22,3.32,3,0.739789159,0.709444093,0.702426279,0.702029791,0.702000642,35.956,18,5.677776
K0.27O3W1,0.5,3,0.743274761,0.711311556,0.703154242,0.702622001,0.702577302,24.15222482,66,23.34790406
Y1Ba2Cu2.7Co0.3O6.93,16.9,5,0.601087311,0.55095138,0.537141331,0.536080008,0.535967411,22.64810518,48,15.70168119
Mo1.935Zr0.065B1C1,6.2,4,0.599398136,0.524704104,0.490681559,0.485099429,0.483881314,23.7175,37,18.2175
Tl0.5Pb0.5Sr4Cu2C0.9N0.1O7,76,7,0.559046808,0.497660179,0.472392285,0.467992024,0.466839778,23.57333333,76,16.86488889
La0.8Hf0.2Bi1S2O1,2.36,5,0.516913919,0.438229802,0.405657674,0.400979264,0.400082243,36.6,75,27.92
Ta0.05V0.095,4.3,2,0.740376226,0.685579409,0.660380912,0.656214514,0.655279197,40.24137931,50,22.5921522
Y1Ba2Cu1O8,82.25,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673,20.33333333,48,16.44444444
Ru1Sr2Gd0.91Nd0.09Cu2O8,23.5,6,0.613771379,0.577958685,0.571657267,0.571438595,0.57142868,21.83142857,56,15.80734694
Bi2Cu1O4,0,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,32.42857143,75,28.89795918
Bi0.16Pb0.35V0.05Sr2Ca2Cu3O10.12,103.7,7,0.618471617,0.580215576,0.572728917,0.572416565,0.5723985,18.50056561,75,12.0210095
Cd0.2Mg0.08,0,2,0.769309258,0.729209817,0.715742616,0.714452781,0.714293204,37.71428571,36,14.69387755
La0.6Y0.4,1.29,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,49.8,18,8.64
Tl1.8Ba2Ca2.2Cu3O9.92,112,5,0.577747542,0.533372111,0.524689428,0.524333698,0.524313255,24.74418605,73,18.66168445
Ru0.9Sr2Er1Cu2O7.8,23,5,0.613529594,0.576346674,0.569601516,0.569354987,0.569343206,22.18978102,60,16.15770686
C1S1,9,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,11,10,5
La1.85Sr0.15Cu0.8Zn0.2O4,0,5,0.640869944,0.591142423,0.573862883,0.571798424,0.571454163,24.62142857,49,18.99591837
Y0.85Ca0.15Ba2Cu3O6.58,80.6,5,0.60036373,0.543999999,0.525367905,0.523375813,0.523073113,22.87678855,48,15.63128569
Pr1Ba1.8Sr0.2Cu3O6.97,0,5,0.606412495,0.554730756,0.539100792,0.537609798,0.537405783,23.91364688,51,17.10379626
Ho1Co3B2,0,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,26.33333333,62,14.22222222
Pd0.285Zr0.61O0.105,2.09,3,0.681432315,0.631040315,0.612710277,0.610422993,0.610030228,38.35,38,6.3735
La0.2Th0.8Ni1C2,4.2,4,0.595818764,0.529849251,0.504082777,0.500672353,0.500054045,30.85,84,26.275
Ga3Ti1,0,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,28.75,9,3.375
Y1Ba1.9Ca0.1Cu4O8,85.4,5,0.613260865,0.557200694,0.536707558,0.53392985,0.533385424,21.82666667,48,14.7728
La0.5Sm0.5Ba1Ca1Cu3O7,66,6,0.598321123,0.553352084,0.540022719,0.538665771,0.538472794,21.42307692,54,14.67455621
Er1Ba2Cu3O6.67,85,4,0.603615123,0.546922103,0.528623428,0.526736468,0.526458553,25.28492502,60,18.19896604
Tl2Ba2Cu1O6.164,0,4,0.614052521,0.565180316,0.552936133,0.55219179,0.552133281,31.55786456,73,26.47232923
Tm2Cu1O4,0,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,28.42857143,61,23.34693878
Nd1.5Ba1.5Cu3O7.05,0,4,0.609195402,0.557045611,0.541822233,0.540427701,0.540240422,24.32183908,52,17.6350905
Rh0.4Zr0.6,7,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,42,5,2.4
V0.65Ge0.1Al0.25,7,3,0.703562364,0.662860253,0.651101613,0.650115739,0.650004605,21.4,19,4.2
La0.2Th0.8,1.87,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,83.4,33,10.56
Li1.1Ti1.9O4,10.05,3,0.651841974,0.594831977,0.57434196,0.571882565,0.571462116,11.01428571,19,5.963673469
Nb25Ti74Ta1,7.55,3,0.781152994,0.7493921,0.74065019,0.740053088,0.740001433,27.26,51,7.7848
C1Nb0.1Zr0.9,4.2,3,0.674536878,0.600231392,0.548626447,0.528715053,0.515182196,23.05,35,17.05
La1.8Sr0.2Cu0.95Fe0.05O4,0,5,0.641824568,0.590704091,0.573607184,0.571736589,0.571448059,24.43571429,49,18.78367347
Tm1Fe4P12,0,3,0.746386914,0.714624402,0.706462938,0.705928456,0.705883548,20.76470588,54,8.138408305
Tm1Ni1.88Co0.24B2C1,1.6,5,0.506061342,0.417311649,0.367418128,0.35145987,0.341229577,23.54901961,64,17.85851596
Ce1Co1In4.96Cd0.04,2.05,4,0.736832714,0.712421807,0.708665817,0.70857417,0.708571444,47.13714286,31,5.753469388
Sn0.57Pb0.38In0.05Te1,0.703,4,0.606588823,0.53719597,0.506631071,0.501465138,0.500183851,57.055,33,9.4791
Pr0.98La0.02Os4Sb12,1.8,4,0.746296044,0.71461659,0.706462883,0.705928455,0.705883548,57.35058824,25,8.966361246
Rh41Zr59,2.44,2,0.718470598,0.649743489,0.607991152,0.596384875,0.591531413,42.05,5,2.419
La1.425Nd0.4Sr0.175Cu1O4,25,5,0.626314943,0.58298781,0.572195073,0.57149299,0.571430507,24.69642857,52,19.08163265
In2Mo6Se6,1.425,3,0.622699849,0.543278923,0.492501721,0.473196673,0.459331873,39.57142857,15,4.775510204
Th1Ir3B2,2.09,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,55.16666667,85,33.44444444
Gd1.1Nd0.75Ce0.15Cu1O4,0,5,0.619331437,0.579516676,0.571746063,0.571443927,0.57142877,26.44285714,56,21.07755102
Cu1Si1,0,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,21.5,15,7.5
V0.75Si0.2Al0.05,11.8,3,0.777817459,0.754784231,0.75020236,0.750010274,0.750000136,20.7,10,3.45
Ir0.95Rh0.05,0.075,2,0.95131488,0.950046166,0.950000077,0.95,0.95,75.4,32,3.04
Pt3V1,0.254,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,64.25,55,20.625
Ag7F4O8B1,0.15,4,0.570087713,0.486294413,0.436314964,0.419718365,0.409483579,21.7,42,17.71
As2V1,0,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,29.66666667,10,4.444444444
C2Cr3,0,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,16.8,18,8.64
Bi0.9Sb0.1,5.2,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,79.8,32,5.76
Gd0.02Pr1.83Ce0.15Cu1O4,18.5,5,0.644787578,0.591911397,0.573810831,0.571775375,0.571451577,25.56428571,56,20.07346939
Y1Ba2Cu2.91Zn0.09O6.6,6,5,0.599383449,0.543492756,0.525815769,0.524069225,0.523824408,23.08650794,48,15.80491308
Ta0.0355V0.9645,4.55,2,0.965153097,0.964516031,0.964500013,0.9645,0.9645,24.775,50,3.423975
Ru1Sr2Dy1.5Ce0.5Cu2O10,0,6,0.621138591,0.592227743,0.58832071,0.588237597,0.588235307,22.70588235,58,17.30103806
La0.95Pr0.85Sr0.2Cu1O4,27,5,0.617185845,0.578714736,0.57167588,0.57143863,0.571428669,24.7,51,19.08571429
La1.7Gd1.3Ca1Ba2.2Sr0.8Cu6.44In0.56O16.6,30,8,0.592222507,0.553582176,0.543439847,0.542586171,0.54248785,22.89869281,56,16.35405186
Ca0.1Ba1.65La1.25Cu3O7.03,29.9,5,0.607777214,0.556309497,0.541137642,0.539726049,0.539535009,23.70606293,49,17.00448637
Ba0.257K0.743Bi1O3,0,4,0.651708462,0.610390484,0.600604979,0.600044085,0.600001068,27.1018,75,25.33001496
La7Ir3,2.33,2,0.761577311,0.717905435,0.702012551,0.700265258,0.700014632,63,20,8.4
Pd2Ge1Y1,0,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,40.75,14,5.25
Ce0.005La0.995,4.935,2,0.995012563,0.995000042,0.995,0.995,0.995,57.005,1,0.00995
In0.75Sn0.25,5.95,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,49.25,1,0.375
Ba1Fe1.81Zn0.08Co0.11As2,11,5,0.576006944,0.492491368,0.441509523,0.424056071,0.412778199,34.886,30,8.4456
Zr1Ni1.5V0.5,0.43,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,31.16666667,17,5.888888889
B0.67Mg0.33,6.1,2,0.746860094,0.695687776,0.673839922,0.670671036,0.670056273,7.31,7,3.0954
Ba4Ca1Cu2.38S0.5O9.52,0,5,0.612398864,0.563261409,0.548659086,0.547311727,0.547135871,22.82643678,48,16.9410728
La3Ga1C1,0,3,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,41.6,51,18.48
La0.9Ce0.1Ru2,3.012,3,0.731816613,0.686357146,0.669109121,0.667021974,0.666689364,48.36666667,14,5.822222222
Mo0.3U0.7,1.97,2,0.761577311,0.717905435,0.702012551,0.700265258,0.700014632,77,50,21
La1Fe1As1F0.06O0.94,18,5,0.492899584,0.391173868,0.325366366,0.30077496,0.283676488,31.015,49,13.985
Nb2In1C1,7.5,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,34.25,43,14.125
La1.675Nd0.125Sr0.2Cu1O4,0,5,0.636656605,0.587939118,0.573003037,0.571617676,0.571438099,24.51071429,52,18.86938776
Ba0.91Ce0.09Fe2As2,4.12,4,0.594514928,0.51176678,0.460371907,0.44176305,0.428717536,34.836,32,8.5376
Ce1Pt2.94Ni0.06Si1,0.545,4,0.65260095,0.603039392,0.589066903,0.588088447,0.588002437,60.6,64,20.4624
Nb41.25Ta13.75Ir45,4.35,3,0.625749551,0.547274742,0.497397482,0.478813228,0.466023727,61.6,36,16.995
La1.75Sr0.25Cu1O3.921,19.6,4,0.638028391,0.585842137,0.568649796,0.566827368,0.566554459,24.5077301,49,18.70446748
Sm1.844Ce0.156Cu1O4,16.4,4,0.645623761,0.592305415,0.573898307,0.571794071,0.571453394,26.33942857,54,20.95934694
C1Mo0.8Ta0.2,8.7,3,0.64807407,0.574889708,0.529187551,0.513786321,0.50512568,27.1,67,21.1
Y1Ba2Cu3.99Ni0.01O8,78.4,5,0.614347712,0.557410951,0.536690108,0.533920973,0.533384158,22.066,48,15.00373333
Bi1,5.867142857,1,1,1,1,1,1,83,0,0
Hg3Zr1,3.28,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,70,40,15
Y2Pd1Si3,0,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,27.66666667,32,13.66666667
Sr1Fe1.5Ru0.5As2,10.25,4,0.547722558,0.464158883,0.419554777,0.407627135,0.402234619,33,18,4.2
La3.5Ca2Ba3.5Cu7O16.415,0,5,0.574630684,0.522548998,0.507912568,0.506589598,0.506411447,23.74888169,49,16.41312086
Pb0.987Tl0.013Te1,1.32,3,0.702555692,0.625892804,0.570664751,0.548526873,0.532505951,66.9935,30,14.9935
Sm1La0.8Sr0.2Cu1O3.925,19.6,5,0.614111151,0.574553811,0.567070013,0.56679947,0.566787141,25.35740072,54,19.67589829
Sn0.8075Pb0.1425In0.05Te1,2.81,4,0.647082394,0.576091696,0.530408424,0.514640221,0.505602679,53.255,33,4.0961625
Y1Ni1.94Co0.06B2C1,11.8,5,0.520875332,0.431066399,0.379834842,0.363207382,0.352304446,18.49,34,13.15666667
Y1Ba2Cu2.98Ni0.02O6.95,87.5,5,0.608929641,0.554948844,0.53844198,0.536896187,0.536691018,22.67027027,48,15.7464677
Nd2Cu1O3.5,0,3,0.638971066,0.573771994,0.545064036,0.539990752,0.538661282,27.23076923,52,20.71005917
La1Nd0.87Ce0.13Cu1O3.975,16.8,5,0.617893287,0.577828848,0.570179137,0.569904815,0.569892603,25.45376344,52,19.89353683
Bi2Sr2Ca0.65Y0.35Cu2O8.3,74,6,0.5898127,0.550067563,0.542748158,0.542494628,0.542483768,25.68954248,75,19.67600068
V3Ga0.793Sb0.207,6.9,3,0.777483842,0.754670366,0.75019371,0.750009662,0.750000125,26.035,28,4.5525
Al0.3Be0.7,6.5,2,0.761577311,0.717905435,0.702012551,0.700265258,0.700014632,6.7,9,3.78
Pb0.6Cu0.4Sr1La1Cu1O5.06,37.8,5,0.603779999,0.565537226,0.558749747,0.558510704,0.558499053,24.86534216,74,18.83854997
C0.05Nb5Si3,0,3,0.72436848,0.662957113,0.630490484,0.623572623,0.621492561,30.72049689,35,12.76956908
Pd1.05Te2,1.77,2,0.740613574,0.685953136,0.660886862,0.656762673,0.65584194,49.93442623,6,2.708949207
Pr1.85Ce0.15Cu0.98Zn0.02O4.065,18.01,5,0.647549105,0.595438951,0.577693106,0.575707228,0.575393515,25.39136589,51,20.01299429
Li2B1Pd0.9Pt2.1,2.31,4,0.532812245,0.444655571,0.394639093,0.378159384,0.367178984,36.03333333,75,32.36666667
Nd1.3Ba1.3Sr0.4O6.828,35,4,0.720643499,0.697977819,0.694819301,0.694751495,0.694749703,22.44851445,52,20.07620201
Y1Ni1.86Fe0.14B2C1,6.2,5,0.513138491,0.423768059,0.373157271,0.357031854,0.346799721,18.45333333,34,13.12
As1Ge1Mo1,0,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,35.66666667,10,4.222222222
In1.1Te1,2.8,2,0.707908036,0.63138578,0.576933527,0.555739351,0.541172102,50.42857143,3,1.496598639
Bi2Sr2Ca0.9Y0.1Cu2O8.2,89,6,0.588659565,0.547421522,0.539754495,0.53948557,0.539473805,25.49342105,75,19.52501731
C3Ho0.4Th1.6,5.5,3,0.684689711,0.629355181,0.605095911,0.60104664,0.600111629,37.76,84,38.112
Ir0.8Rh0.2,0.03,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,70.6,32,10.24
Er4Rh6Sn19,1.2,3,0.700772463,0.663968989,0.655637447,0.655203437,0.655173071,51.44827586,23,4.565992866
B2.5Nb1,6.4,2,0.769309258,0.729209817,0.715742616,0.714452781,0.714293204,15.28571429,36,14.69387755
V2Ir1B2,1.12,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,26.6,72,20.16
Co0.038Mo99.962,0.22,2,0.999620072,0.99962,0.99962,0.99962,0.99962,41.9943,15,0.011395668
Tm1Ba2Cu3O6.94,89.88,4,0.609303682,0.554923161,0.538147939,0.536550041,0.536333914,25.0015456,61,18.23658832
La0.9Ba1.5Ca0.6Cu3O6.74,73,5,0.596998507,0.546498993,0.530940106,0.529305687,0.529058547,22.62323391,49,15.71970752
Sc0.7Y0.3Ni2B2C1,14.5,5,0.515859585,0.431633711,0.384289891,0.368251768,0.357275754,16.4,34,11.06666667
La1.2Ba1.8Cu3O7.3,27,4,0.615302258,0.564667097,0.550265074,0.549031866,0.548879768,23.65413534,49,17.18423879
Bi1Pd1Te1,1.2,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,60.33333333,37,15.11111111
Ba1Fe1.64Ru0.36As2,8.43,4,0.559256649,0.475721231,0.427977237,0.413290938,0.405219578,36.096,30,9.099776
Tm1Ni1.98Co0.04B2C1,9.2,5,0.52324263,0.433415575,0.382140794,0.365420992,0.35436713,23.50830565,64,18.11459035
Ba0.7K0.3Fe1.72Co0.28As2,12,5,0.551971014,0.475989737,0.432380419,0.417458714,0.408078077,32.636,37,6.83312
Ga5V2,3.57,2,0.769309258,0.729209817,0.715742616,0.714452781,0.714293204,28.71428571,8,3.265306122
Ba0.5K0.5Fe2As2,35.28,4,0.583095189,0.506579702,0.459569049,0.441639656,0.428709426,31.1,37,6.5
La2Ba4Cu6O13.8,65,4,0.608465409,0.553749111,0.536758322,0.535121065,0.534896855,24.12403101,49,17.2489634
Be2W1,0,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,27.33333333,70,31.11111111
Th0.25Y0.75,0,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,51.75,51,19.125
Fe1.02Te0.5Se0.5,13.6,3,0.614420059,0.541841786,0.510542141,0.50592605,0.505031342,34.41584158,26,8.705028919
Fe1Se0.4Te0.6,14.1,3,0.6164414,0.542883523,0.508505651,0.502090175,0.500306726,35.4,26,9.96
La1.875Ba0.05Sr0.075Cu1O4,15.25,5,0.647187794,0.593185901,0.574101472,0.571838602,0.571457886,24.78928571,49,19.1877551
Y1Sr2Cu2.75Re0.25O7.3,49,5,0.610436491,0.562549548,0.549876069,0.548965708,0.54887547,20.44360902,67,13.65990163
La0.8Y0.2Fe0.997Mn0.003As1F0.11O0.89,28.9,7,0.466249531,0.369066883,0.308718126,0.287053394,0.272754803,30.12675,49,13.07325
B6Yb1,0,2,0.868966076,0.858463572,0.857164902,0.857143295,0.857142859,14.28571429,65,15.91836735
Ho1Fe4P12,0,3,0.746386914,0.714624402,0.706462938,0.705928456,0.705883548,20.64705882,52,7.972318339
Nb0.77Zr0.13Ti0.1,0,3,0.787273777,0.771793201,0.770026812,0.770000499,0.770000002,38.97,19,3.394
Ca9.39Pr0.61Pt3Fe10As18,19.5,5,0.557008347,0.481361672,0.44679476,0.440689373,0.439212515,31.99487805,58,8.418570018
Au0.99In0.01,0,2,0.990050504,0.99000034,0.99,0.99,0.99,78.7,30,0.594
Y1Ba2Cu3O6.773,71.2,4,0.60579337,0.549995274,0.532297044,0.530527059,0.530274819,22.87512722,48,15.77534435
K0.95Bi1.05O3,8.1,3,0.663475697,0.614569289,0.601008977,0.600082484,0.600002263,25.84,75,24.0072
Ca0.82La0.18Fe1As1.99P0.01,39,5,0.595031512,0.528319854,0.501796078,0.498215342,0.497558072,29.62,42,5.8273
C1Hf0.5Nb0.5,4.8,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,31.25,66,25.25
Pr1.9Sr1.1Cu2O6.11,0,4,0.61147918,0.562670297,0.550706903,0.550009186,0.549956239,23.47254725,51,17.01840931
La0.97Gd0.03Ru2,2.73,3,0.741005323,0.691112118,0.670206925,0.667266224,0.66671466,48.40333333,20,5.871111111
Y1Ba2Cu2.91Zn0.09O6.95,56,5,0.606945386,0.554039949,0.538269819,0.536864943,0.536688633,22.67876448,48,15.75558504
Ce1Ru1.97Co0.03,3.5,3,0.736493192,0.684132847,0.661034504,0.657478324,0.656741219,48.49666667,31,6.335555556
Mo0.1Ti0.9,3.25,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,24,20,3.6
Pr0.89La1Ce0.11Cu1O4,24.6,5,0.619482997,0.5793721,0.571713825,0.571440739,0.571428697,25.27,51,19.73714286
K0.8Fe1.979Mn0.021Se2,31,4,0.609419763,0.527824039,0.476637438,0.457715851,0.444285881,28.16229167,15,4.864756944
V0.75Ge0.1875Al0.0625,11.4,3,0.775604603,0.754029241,0.75014703,0.750006542,0.750000072,24.0625,19,2.9765625
Eu1.3Ba1.7Cu3O6.983,0,4,0.608157847,0.555248586,0.539537035,0.538068988,0.537868759,24.64484326,55,17.90509751
Fe1Sr2Y1Cu2O7.66,43.5,5,0.606667223,0.568149463,0.561041744,0.560774703,0.560761512,19.05417277,31,12.39750562
Tl2Ba2Ca0.9Ce0.1Cu2O8,100,6,0.584313462,0.541785483,0.533647385,0.533347301,0.533333486,27.98666667,73,22.27751111
Pd1Sn4,0,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,49.2,4,1.28
Au0.988Pd0.012Ga2,1.25,3,0.743586504,0.692446681,0.6705439,0.667348325,0.666724345,46.868,48,21.16427733
Y1Ba2Cu2.95Zn0.05O6.63,25,5,0.601230666,0.544983363,0.527025418,0.525216286,0.524956909,23.04750594,48,15.79809412
Pd1Te1,3.01,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,49,6,3
Nd1Sr2Gd1.5Ce0.5Cu2O10,0,6,0.621138591,0.592227743,0.58832071,0.588237597,0.588235307,23.47058824,56,18.20069204
C3Nd0.2Th1.8,0,3,0.700856619,0.640468407,0.609053956,0.602371154,0.600361814,38.4,84,38.88
Nb0.9Ti0.1,9.61,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,39.1,19,3.42
Ca0.8La0.2Fe0.9558Co0.0442As2,35.1,5,0.591370616,0.527487457,0.503469308,0.500522057,0.500036301,29.86105,37,5.852845
Sr15.9Ca7.6Cu17.6C3.3B2.6O53,105,6,0.58710987,0.541569444,0.530690381,0.530050355,0.530001177,17.234,33,11.165652
Y1Ba1Sr1Cu3O6.9,92,5,0.59850785,0.550693957,0.536555827,0.535108169,0.534896632,21.33333333,48,14.26356589
La1Fe0.9Rh0.1As1O1,14,5,0.488620507,0.387712336,0.322827851,0.298729494,0.282115763,31.475,49,14.20125
Ba1Ti2Sb1.6Bi0.4O1,3.47,5,0.492160769,0.403214834,0.356051602,0.343152756,0.3368098,37.13333333,75,19.8
Nd1.85Ce0.15Cu0.95Co0.05O4,0,5,0.64444249,0.592079523,0.573911788,0.571800849,0.571454189,25.8,52,20.34285714
Au1La1,0,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,68,22,11
Nd0.9Pr0.1Ba2Cu3O6.75,35.9,5,0.604392483,0.549167294,0.531477996,0.529685629,0.52942796,24.54117647,52,17.51418685
Ag0.1Tl0.9,3.57,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,77.6,34,6.12
Ga22Nb78,15.6,2,0.810431984,0.785790784,0.780278263,0.780015822,0.780000249,38.8,10,3.432
Er3Ru4Ge13,0,3,0.696419414,0.658853227,0.650443008,0.650027478,0.650000522,39.8,36,10.14
Mo0.98Nb0.02Ga4,8,3,0.823669837,0.803902598,0.800141188,0.800006055,0.800000062,33.196,11,3.5136
Ca1Ba1La1Cu2.5Ni0.5O6.812,0,6,0.583582101,0.542000461,0.53241699,0.531757462,0.531691399,21.38588823,49,14.45060238
Pt1Sb1,2.1,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,64.5,27,13.5
Li0.33V2O5,8.5,3,0.736052721,0.696443169,0.683519721,0.682287786,0.682135392,11.86766712,20,6.074942908
Ta0.85W0.15,1.95,2,0.863133825,0.85155425,0.850029092,0.850000647,0.850000002,73.15,1,0.255
In0.8Tl0.2,3.223,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,55.4,32,10.24
Ti0.588V0.392Fe0.02,6.79,3,0.706971004,0.641135484,0.60272973,0.592797295,0.589011811,22.472,4,0.555072
Ru1Sr2Ho1.5Ce0.5Cu2O10,0,6,0.621138591,0.592227743,0.58832071,0.588237597,0.588235307,22.79411765,59,17.40484429
Au5Cd8,0,2,0.725690856,0.661865573,0.62669842,0.618608484,0.615942027,59.92307692,31,14.67455621
La1.72Nd0.2Ba0.08Cu1O4,16.9,5,0.638953226,0.589026754,0.57320918,0.571655177,0.571440974,25.07428571,52,19.51346939
Pr1Ba1Cu1B1O5,0,5,0.598351645,0.561419372,0.555697705,0.555559619,0.555555578,21,54,18
